"報告年度:2024","議題:投資人溝通"
"公司代號","公司名稱","公司年度召開法說會次數(次)-公司年度召開法說會次數(次)","利害關係人或公司治理專區連結-利害關係人或公司治理專區連結"
"=""4999""","鑫禾","1","http://www.sinher.com.tw/tw/7?action=info"
"=""5007""","三星","1","http://www.sanshing.com.tw/company8.html"
"=""5203""","訊連","4","www.cyberlink.com"
"=""5215""","科嘉-KY","1","http://www.koja.com.tw"
"=""5222""","全訊","3","http://www.transcominc.com.tw/Chinese/investorRelations.php"
"=""5225""","東科-KY","2","https://eastech.com"
"=""5234""","達興材料","1","https://www.daxinmat.com/?sn=1028&lang=zh-TW"
"=""5243""","乙盛-KY","2","https://www.eson.tw/index.php?c=category&id=84"
"=""5244""","弘凱","2","www.brightek.com"
"=""5258""","虹堡","2","https://www.castlestech.com/zh-hant/%e9%97%9c%e6%96%bc%e6%88%91%e5%80%91/%e6%b0%b8%e7%ba%8c%e7%99%bc"
"=""5269""","祥碩","2","https://www.asmedia.com.tw/zh-Hant/investors-page/071yQ84xz2Tg7npd"
"=""5283""","禾聯碩","1","www.heran.com.tw"
"=""5284""","jpp-KY","5","https://www.jppholding.com/副本-投資人專區"
"=""5285""","界霖","2","https://www.jihlin.com.tw/esg_info?id=98"
"=""5288""","豐祥-KY","4","https://www.eurocharm.com.tw/esg/永續發展/利害關係人溝通/"
"=""5292""","華懋","1","http://www.dtech-group.com"
"=""5306""","桂盟","7","www.kmc-international.com"
"=""5388""","中磊","8","https://www.sercomm.com/tw/sustainability"
"=""5434""","崇越","4","https://www.topco-global.com/investors-page"
"=""5469""","瀚宇博","1","http://tw.hannstarboard.com/investor_relations/"
"=""5471""","松翰","4","http://www.sonix.com.tw/article-tw-1121-7628"
"=""5484""","慧友","1","https://ir.everfocus.com.tw/IR.asp#A01"
"=""5515""","建國","2","http://www.ckgroup.com.tw/responsibility/"
"=""5519""","隆大","4","www.longda.com.tw"
"=""5521""","工信","1","https://www.kseco.com.tw/tc/stakeholder.aspx"
"=""5522""","遠雄","2","https://www.farglory-land.com.tw/esg/matrix-of-major-issues/"
"=""5525""","順天","2","www.sweeten.com.tw"
"=""5531""","鄉林","1","https://shininggroup.com/social_responsibility/stakeholder"
"=""5533""","皇鼎","1","https://www.founding.com.tw/stakeholder.php"
"=""5534""","長虹","2","http://www.chonghong.com.tw"
"=""5538""","東明-KY","1","http://www.tonggroup.com.tw/36899320972510520497.html"
"=""5546""","永固-KY","1","http://www.yg1999.com/tw/flzq/"
"=""5607""","遠雄港","1","http://www.ftz.com.tw"
"=""5608""","四維航","4","www.swnav.com.tw/stakeholders"
"=""5706""","鳳凰","2","http://holder.travel.com.tw/"
"=""5871""","中租-KY","8","https://www.chaileaseholding.com/CSR/RelatedMeeting"
"=""5876""","上海商銀","2","https://www.scsb.com.tw/content/about/about09_j.html"
"=""5880""","合庫金","4","http://www.tcfhc.com.tw/corporate_governance/interested_parties/"
"=""5906""","台南-KY","1","https://reurl.cc/YYyRyL"
"=""5907""","大洋-KY","1","http://www.grandocean.com.tw/"
"=""6005""","群益證","4","https://www.capital.com.tw/Capitalgroup/stakeholder/stakeholder.asp?xy=16&xt=16"
"=""6024""","群益期","2","https://www.capitalfutures.com.tw/zh-tw/relevant/stakeholders"
"=""6108""","競國","1","http://www.apcb.com.tw/LiHaiGuanXiRen.aspx?pid=12#jianbie"
"=""6112""","邁達特","3","https://www.metaage.com.tw/investor_relations/stock_inquiry"
"=""6115""","鎰勝","1","https://www.isheng.com.tw/esg/page/she-hui-ze-ren.4#li-hai-guan-xi-ren"
"=""6116""","彩晶","1","https://www.hannstar.com/investors/contacts"
"=""6117""","迎廣","2","https://www.in-win.com/tw/csr/stakeholders-area"
"=""6120""","達運","1","https://www.darwinprecisions.com/zh-tw/responsibility-3.php"
"=""6128""","上福","1","https://www.gpi.com.tw/csr-4.html"
"=""6133""","金橋","1","http://www.gbe.com.tw/Investor%20Relations.html"
"=""6136""","富爾特","1","https://ir.fullerton.com.tw/stakeholder/1"
"=""6139""","亞翔","2","www.lkeng.com.tw"
"=""6141""","柏承","1","https://www.plotech.com"
"=""6142""","友勁","1","https://www.cameo.com.tw/home/investor/#cooperation"
"=""6152""","百一","2","http://www.pesi.com.tw/about/利害關係人專區"
"=""6153""","嘉聯益","1","https://www.careergroups.com/ZH/csr/"
"=""6155""","鈞寶","1","https://www.kingcore.com/tw/interested-parties"
"=""6164""","華興","1","www.ledtech.com.tw/investor-cn/corporate-governance-cn/"
"=""6165""","浪凡","2","https://langinc.com.tw/投資人關係處理窗口/"
"=""6166""","凌華","2","https://www.adlinktech.com/tw/investorrelations"
"=""6168""","宏齊","2","https://www.harvatek.com/zh-tw/a4-2233-5814/利害關係人專區.html"
"=""6176""","瑞儀","7","http://esg.radiant.com.tw/about_operating"
"=""6177""","達麗","2","http://www.da-li.com.tw/contact2.htm"
"=""6183""","關貿","2","http://www.trade-van.com/investor/index.do?act=stockholder&type=11"
"=""6184""","大豐電","2","http://www.dafeng.tv/company/index.php?d=18"
"=""6189""","豐藝","1","https://www.promate.com.tw/esg/stakeholders/"
"=""6191""","精成科","1","https://invest.gbm.com.tw/stakeholder-engagement/"
"=""6192""","巨路","2","http://www.elumax.com"
"=""6196""","帆宣","2","https://www.micb2b.com/stakeholder/"
"=""6197""","佳必琪","3","https://www.jpcco.com/lang/tw/investor/stakeholder"
"=""6201""","亞弘電","1","https://www.yahorng.com/profile.php?kind=5&lang=tchinese"
"=""6202""","盛群","5","https://www.holtek.com.tw/page/about_holtek/StakeholdersConcerns/stakeholders_concerns"
"=""6205""","詮欣","2","http://www.coxoc.com.tw/investor_news_content.php?id=2"
"=""6206""","飛捷","1","https://www.flytech.com.tw/about.php"
"=""6209""","今國光","1","http://www.kinko-optical.com/tw_interested.asp?St=B&FFkindno=22"
"=""6213""","聯茂","13","https://www.iteqcorp.com/investor-relations/"
"=""6214""","精誠","4","http://tw.systex.com/stakeholders/"
"=""6215""","和椿","2","https://www.aurotek.com.tw/tw/about-us/csr3"
"=""6216""","居易","1","https://www.draytek.com/zh/about/stakeholder.html"
"=""6224""","聚鼎","2","http://www.pttc.com.tw/shareholder_contact.aspx"
"=""6225""","天瀚","1","www.aiptek.com.tw"
"=""6226""","光鼎","1","https://www.para.com.tw"
"=""6230""","尼得科超眾","1","http://www.ccic.com.tw/upload/doc/csr2.pdf"
"=""6235""","華孚","1","https://www.waffer.com.tw/about"
"=""6239""","力成","4","https://www.pti.com.tw/zh/csr/stakeholder/communication"
"=""6243""","迅杰","5","http://www.ene.com.tw/chinese/csr/detail.php?pid=5"
"=""6257""","矽格","1","www.sigurd.com.tw"
"=""6269""","台郡","4","https://www.flexium.com.tw/Sustainability/StackHolderEngage?lang=zh-tw"
"=""6271""","同欣電","6","www.theil.com"
"=""6277""","宏正","4","http://www.aten.com/tw/zh/aten-info/csr/page-stakeholders/"
"=""6278""","台表科","1","https://www.tsmt.com/communication-channels"
"=""6281""","全國電","2","https://web.elifemall.com.tw/zh/investors-responsibility.php"
"=""6282""","康舒","3","https://www.acbel.com/article-page/csr-governance-stakeholder"
"=""6283""","淳安","1","www.soe-ele.com"
"=""6285""","啟碁","14","http://www.wnc.com.tw/index.php?lang=tw&action=csr&id=9"
"=""6405""","悅城","1","www.onano-nm.com/interest.html"
"=""6409""","旭隼","12","https://voltronicpower.com/zh-TW/Investors/StakeholderEngagement"
"=""6412""","群電","9","https://www.chiconypower.com/zh-tw/home/CSR"
"=""6414""","樺漢","10","https://www.ennoconn.com/zh-tw/stakeholder-contacts/"
"=""6415""","矽力*-KY","13","https://www.silergy.com/zh"
"=""6416""","瑞祺電通","1","https://www.cas-well.com/about/esg/sustainability/stakeholder/"
"=""6426""","統新","2","http://www.nextapogee.com.tw/ch/investors3-9.php"
"=""6431""","光麗-KY","1","https://www.kl-holdings.com/corporate/stakeholder#Investor"
"=""6438""","迅得","2","www.saa-symtek.com"
"=""6442""","光聖","3","www.ezconn.com"
"=""6443""","元晶","1","http://www.tsecpv.com/zh-tw/investors/irCorpGovern/related"
"=""6446""","藥華藥","18","http://www.pharmaessentia.com"
"=""6449""","鈺邦","2","https://www.apaq.com.tw/zh-TW/investor-zone/interested-parties.html"
"=""6451""","訊芯-KY","2","http://www.shunsintech.com/tw/StakeHolder.html"
"=""6456""","GIS-KY","4","https://esg.gis-touch.com"
"=""6464""","台數科","2","https://www.topmso.com.tw/index.php/tw/csr/stakeholder_topIssue"
"=""6472""","保瑞","9","https://reurl.cc/yAEb5E"
"=""6477""","安集","1","https://www.anjitek.com/stakeholders"
"=""6491""","晶碩","7","https://www.pegavision.com/tw/csr7.php"
"=""6504""","南六","1","https://www.nanliugroup.com/stakeholder"
"=""6505""","台塑化","4","http://www.fpcc.com.tw/tw/corporate/stakeholder"
"=""6515""","穎崴","7","https://www.winwayglobal.com/zh-TW"
"=""6525""","捷敏-KY","1","www.gemservices.com"
"=""6526""","達發","8","http://www.airoha.com"
"=""6531""","愛普*","4","www.apmemory.com"
"=""6533""","晶心科","16","http://www.andestech.com/tw/investors-stakeholder.php"
"=""6534""","正瀚-創","3","www.chbio.com.tw"
"=""6541""","泰福-KY","1","無"
"=""6550""","北極星藥業-KY","1","無"
"=""6552""","易華電","2","http://www.jmct.com.tw"
"=""6558""","興能高","2","www.synst.com.tw"
"=""6573""","虹揚-KY","2","https://www.hygroup.com.tw/tw-ww/csr/editor.aspx?CID=3"
"=""6579""","研揚","1","http://www.aaeon.com"
"=""6581""","鋼聯","4","https://www.tsutw.com.tw/tsucsr/compshow.php?ProdId=200713044134&LarCode=ESG%E7%B8%BE%E6%95%88&MidCo"
"=""6582""","申豐","1","http://www.shinfoong.com.tw"
"=""6585""","鼎基","2","http://www.dingzing.com"
"=""6589""","台康生技","4","http://www.eirgenix.com"
"=""6591""","動力-KY","2","https://www.sun-max.com.tw/responsibility_tw.php?id=13"
"=""6592""","和潤企業","4","https://www.hfcfinance.com.tw/zh-tw/investor/129#cms3"
"=""6598""","ABC-KY","1","www.ApBioCode.com/tw"
"=""6605""","帝寶","3","https://www.depoautolamp.com/investor_tw_3.php"
"=""6606""","建德工業","1","www.kentind.com"
"=""6625""","必應","1","http://www.bin-live.com/"
"=""6641""","基士德-KY","3","https://www.gsd.net.tw/list.php?pid=7"
"=""6645""","金萬林-創","3","http://www.kimforest.com/index.php?action=investors"
"=""6655""","科定","2","https://www.twkd.com/tw/investor_relations.php?act=view&id=1"
"=""6657""","華安","1","http://www.energenesis-biomedical.com/invest_company.php"
"=""6658""","聯策","2","http://www.synpower.com.tw"
"=""6666""","羅麗芬-KY","1","http://luolihfen.com/tc/join1-38.html"
"=""6668""","中揚光","2","http://www.zy-tech.com.tw/page/about/index.aspx?kind=58"
"=""6669""","緯穎","5","https://www.wiwynn.com/zh/esg"
"=""6670""","復盛應用","5","https://www.fusheng-precision.com/"
"=""6671""","三能-KY","2","https://sannenggroup.com/investors-2/stakeholders/"
"=""6672""","騰輝電子-KY","1","http://www.ventec-group.com/cht/investors/stakeholder-engagement/"
"=""6674""","鋐寶科技","1","http://www.icbn.com.tw/"
"=""6689""","伊雲谷","5","https://www.ecloudvalley.com/esg-zh/p/stakeholder-communication"
"=""6691""","洋基工程","1","https://www.yankey.com.tw/esg/44/6-1/"
"=""6695""","芯鼎","1","http://www.icatchtek.com/"
"=""6698""","旭暉應材","1","http://www.fine-mat.com/csr/"
"=""6706""","惠特","1","http://www.fittech.com.tw/"
"=""6715""","嘉基","2","www.lintestech.com"
"=""6719""","力智","4","https://www.upi-semi.com/upi-semi/esg/利害關係人專區/?lang=zh-hant"
"=""6742""","澤米","1","https://www.vactronics.com.tw/article/%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA"
"=""6743""","安普新","1","https://www.ampacscorp.com/zh-tw/csr/CSR"
"=""6753""","龍德造船","1","https://www.lungteh.com/tc/csr_detail6.htm"
"=""6754""","匯僑設計","1","https://www.richhonour.com"
"=""6756""","威鋒電子","2","https://www.via-labs.com/investor_stakeholder.php"
"=""6757""","台灣虎航","2","https://www.tigerairtw.com"
"=""6768""","志強-KY","3","http://www.sportsgear.com.tw/stakeholders.html"
"=""6770""","力積電","10","www.powerchip.com"
"=""6771""","平和環保-創","1","http://www.pinghounion.com.tw"
"=""6776""","展碁國際","4","https://www.weblink.com.tw/investor-detail111.htm"
"=""6781""","AES-KY","1","http://www.advancedenergysolution.com.tw/contacts.html"
"=""6782""","視陽","4","www.viscovision.com.tw/tw/csr_employee.html"
"=""6789""","采鈺","2","http://www.viseratech.com"
"=""6790""","永豐實","4","https://www.yfycpg.com/zh-TW/esg/stakeholder"
"=""6792""","詠業","3","https://www.unictron.com/integrity"
"=""6794""","向榮生技-創","2","https://www.unicocell.com"
"=""6796""","晉弘","2","https://www.miis.com.tw/csr_1.php?lang=tw&cid=135&id=46"
"=""6799""","來頡","3","www.m3tekic.com"
"=""6805""","富世達","2","www.fositek.com"
"=""6806""","森崴能源","4","https://www.shinfox.com.tw/esg_stakeholder.html"
"=""6807""","峰源-KY","1","www.fy-grp.com/touzirenguanxijixinwenlianxiren"
"=""6830""","汎銓","2","www.msscorps.com"
"=""6834""","天二科技","1","http://www.everohms.com"
"=""6835""","圓裕","1","https://www.cmi.com.tw/csr/stakeholder/"
"=""6838""","台新藥","2","www.formosapharma.com"
"=""6854""","錼創科技-KY創","6","https://www.playnitride.com/%e4%bc%81%e6%a5%ad%e6%b0%b8%e7%ba%8c%e7%99%bc%e5%b1%95-corporate-esg/"
"=""6861""","睿生光電","2","http://www.innocare-x.com"
"=""6862""","三集瑞-KY","1","https://zh-tw.trio.com.tw/investors.htm"
"=""6863""","永道-KY","2","https://www.arizontw.com/webls-zh-tw/msg/message-Stakeholders-162.html"
"=""6869""","雲豹能源","8","-"
"=""6873""","泓德能源","9","https://www.hdrenewables.com/esg/stakeholders"
"=""6885""","全福生技","3","https://www.brimbiotech.com/"
"=""6887""","寶綠特-KY","1","https://bo-re-tech.group/corporate-social-responsibility/interested-party/"
"=""6890""","來億-KY","1","https://www.laiyih.com/stakeholders"
"=""6901""","鑽石投資","4","http://www.diamondbiofund.com"
"=""6902""","GOGOLOOK-創","5","https://www.gogolook.com/zh-tw/investors/overview"
"=""6906""","現觀科","2","http://www.ghtinc.com/tw/esg-tw/stakeholders/"
"=""6909""","創控","1","https://www.tricorntech.com/investor/"
"=""6914""","阜爾運通","3","https://www.pss-group.com/stakeholder1.php"
"=""6916""","華凌","1","https://www.winstar.com.tw/zh-tw/stakeholder-zone"
"=""6918""","愛派司","1","https://www.aplusbio.com/tw/investor/governance/stakesArea"
"=""6919""","康霈*","8","www.caliwaybiopharma.com"
"=""6923""","中台","5","https://www.chinalab.com.tw/investor-stakeholder.html"
"=""6924""","榮惠-KY創","1","https://www.ei-kei.com/sustainable-development"
"=""6928""","攸泰科技","1","https://www.ubiqconn.com/tw/investor_stakeholder.php"
"=""6931""","青松健康","0","https://www.qingsong.com.tw/investor/stakeholder-engagement"
"=""6933""","AMAX-KY","1","https://www.amax.tw/stakeholder.php?act=view&id=1"
"=""6936""","永鴻生技","0","https://www.vetnostrum.com/tw/ir"
"=""6937""","天虹","9","https://www.skytech.com.tw/operate_tw_1.php"
"=""6944""","兆聯實業","1","http://www.megaunion-tw.com/"
"=""6949""","沛爾生醫-創","1","https://www.pellbmt.com"
"=""6951""","青新-創","1","https://www.chin-hsin.com.tw/"
"=""6952""","大武山","0","https://www.dawushan.com.tw/"
"=""6955""","邦睿生技-創","1","https://www.bonraybio.com"
"=""6957""","裕慶-KY","4","https://www.hzfixtures.com/new-page-2"
"=""6958""","日盛台駿","1","https://www.inftfinance.com/tw/StakeholdersContactUs/ugC_StakeholdersContactUs.aspx"
"=""6962""","奕力-KY","1","http://www.ilitekholding.com/"
"=""6965""","中傑-KY","1","http://www.chungjye.com.tw/?page_id=1678"
"=""6969""","成信實業*-創","1","https://www.transcene.com.tw"
"=""6988""","威力暘-創","2","https://www.wellysun.com.tw/autopage/3/36"
"=""6994""","富威電力","0","https://www.fwp.com.tw"
"=""7631""","聚賢研發","0","https://www.geniideas.com.tw/Shareholder"
"=""7705""","三商餐飲","3","https://www.mfb.com.tw/"
"=""7722""","LINEPAY","2","https://pay.line.me/portal/tw/main"
"=""7732""","金興精密","2","https://www.kingshing.com/stakeholdersedit_tw.php"
"=""7736""","虎山","1","http://www.huhandle.com/"
"=""7740""","熙特爾","0","https://www.seetel-energy.com/"
"=""7749""","意騰-KY","0","https://www.intelli-go.com/zh-tw/investor-area/investor-2"
"=""7788""","松川精密","1","N/A"
"=""8011""","台通","2","https://www.ttcc.com.tw/investor-relation/stakeholder"
"=""8016""","矽創","10","http://www.sitronix.com.tw"
"=""8021""","尖點","4","http://www.topoint.tw/tw/contact3/"
"=""8028""","昇陽半導體","5","www.psi.com.tw"
"=""8033""","雷虎","1","https://ttg.thundertiger.com/stock/Stakeholder_Engagement.html"
"=""8039""","台虹","2","http://www.taiflex.com.tw/c/csr_area.php"
"=""8045""","達運光電","1","https://www.twoway.com.tw/stakeholder"
"=""8046""","南電","4","https://www.nanyapcb.com.tw/nypcb/chinese/Contact/ContactUs"
"=""8070""","長華*","3","https://www.cwei.com.tw/investor-service"
"=""8072""","陞泰","1","https://www.avtechgroup.com.tw/Investors_tw.aspx"
"=""8081""","致新","4","http://www.gmt.com.tw/tw/company/contacts.php"
"=""8101""","華冠","1","www.arimacomm.com.tw"
"=""8103""","瀚荃","4","www.cvilux-group.com/zh-cht/social-responsibility/stakeholders"
"=""8104""","錸寶","1","http://www.ritdisplay.com"
"=""8105""","凌巨","2","https://www.giantplus.com/stakeholders"
"=""8110""","華東","2","www.walton.com.tw/modules.php?name=Walton&op=interested&file=ms&item=investor"
"=""8112""","至上","2","www.supreme.com.tw"
"=""8114""","振樺電","4","https://www.posiflex.com/tw/investor/stakeholder/"
"=""8131""","福懋科","4","https://www.fatc.com.tw/esg/about4.php"
"=""8150""","南茂","4","https://www.chipmos.com/chinese/csr/overview.aspx"
"=""8162""","微矽電子-創","1","www.msec.com.tw"
"=""8163""","達方","4","https://www.darfon.com.tw/tw/integrity"
"=""8201""","無敵","1","http://besta.com.tw/zh-tw/Page/stakeholder"
"=""8210""","勤誠","17","https://www.chenbro.com/zh-TW/stakeholder-engagement"
"=""8213""","志超","1","https://tpt-pcb.com.tw/sustainable.html"
"=""8215""","明基材","4","https://esg.benqmaterials.com/sustainability-strategy/stakeholder-negotiation-and-collaboration"
"=""8222""","寶一","1","http://www.aerowin.com/Content_Layout.php?Id=p6-1　"
"=""8249""","菱光","4","http://www.csi-sensor.com.tw/interested_parties.html"
"=""8261""","富鼎","2","https://www.a-power.com.tw/tw/corporate/item/csr-stakeholders"
"=""8271""","宇瞻","2","https://www.apacer.com/zh/Csr/Interested"
"=""8341""","日友","1","http://www.sunnyfriend.com.tw/SunnyFriend/InterestedParty/IP01.html"
"=""8367""","建新國際","2","www.chienshing.com.tw"
"=""8374""","羅昇","1","https://www.acepillar.com/About/investor"
"=""8404""","百和興業-KY","1","http://www.kypaiho.com/"
"=""8411""","福貞-KY","4","www.kingcanholdings.com"
"=""8422""","可寧衛","4","https://www.cleanaway.tw/investor-stakeholder.html"
"=""8429""","金麗-KY","1","www.jinligroup.com.tw"
"=""8438""","昶昕","2","https://www.persee.com.tw/"
"=""8442""","威宏-KY","4","http://www.ww-holding.com.tw/"
"=""8443""","阿瘦","1","www.asogroup.com.tw"
"=""8454""","富邦媒","15","https://corp.momo.com.tw/stakeholder/stakeholderComm"
"=""8462""","柏文","2","https://www.powerwindhealth.com.tw/tw/esg/stakeholders"
"=""8463""","潤泰材","2","http://www.rtm.com.tw/chinese/ir/overview.php"
"=""8464""","億豐","7","http://www.nienmade.com.tw/"
"=""8466""","美吉吉-KY","2","www.mjig.com"
"=""8467""","波力-KY","2","http://bonnyworldwide.com/"
"=""8473""","山林水","1","http://www.mfw.com.tw/responsibility.html"
"=""8476""","台境*","1","www.tesc.com.tw/corporate_equity_structure.html"
"=""8478""","東哥遊艇","3","https://oceanalexander.com.tw/永續經營/利害關係人/"
"=""8481""","政伸","2","http://www.transart.com.tw/"
"=""8482""","商億-KY","1","http://www.shaneglobal.com.tw"
"=""8487""","愛爾達-創","1","https://www.elta.com.tw/investor/stakeholders"
"=""8488""","吉源-KY","1","http://www.jypkg.com"
"=""8499""","鼎炫-KY","1","http://topbright.taiwanscale.com/cn/relationship_cn.asp?relationship_class=producthistory"
"=""8926""","台汽電","4","https://www.cogen.com.tw/tw/Contact-us"
"=""8940""","新天地","1","https://www.newpalace.com.tw/investors"
"=""8996""","高力","13","https://www.kaori.com.tw/tw/modules/investors/stakeholder"
"=""9802""","鈺齊-KY","4","http://www.fulgentsun.com/contact.asp"
"=""9902""","台火","2","http://www.tidehold.com/interested_parties/interested_parties.html"
"=""9904""","寶成","4","http://www.pouchen.com/index.php/stakeholders"
"=""9905""","大華","2","https://www.greatchina.com.tw/stakeholder/"
"=""9906""","欣巴巴","2","http://www.hsinbaba.com.tw"
"=""9907""","統一實","4","https://www.tonyi.com.tw/contact.php"
"=""9908""","大台北","1","http://www.taipeigas.com.tw/IR/"
"=""9910""","豐泰","7","https://www.fengtay.com/chinese/05_contact/03_stackholder.aspx"
"=""9911""","櫻花","2","https://www.sakura.com.tw/About"
"=""9912""","偉聯","1","https://www.agneovo.com/tw/corporate-governance/stakeholders-area"
"=""9914""","美利達","3","https://www.merida-bikes.com/zh-tw/p/tou-zi-ren-zi-xuninvestors/tou-zi-ren-zi-xun-352.html"
"=""9917""","中保科","5","http://www.secom.com.tw/about/about_01.aspx?cid=2014010001&id=2015010001"
"=""9918""","欣天然","2","https://www.shinshingas.com.tw/sustainable_02.html"
"=""9919""","康那香","2","https://www.knh.com.tw/share4.html"
"=""9921""","巨大","8","https://www.giantgroup-cycling.com/ir-shareholderservice"
"=""9924""","福興","2","http://www.fuhsing.com.tw/exec/msg.php?mid=92&cid=40&pid=92&lg=T"
"=""9925""","新保","2","www.sks.com.tw/Stakeholder"
"=""9926""","新海","1","https://www.shinhaigas.com.tw/AboutShinhai/Stakeholder.html"
"=""9927""","泰銘","2","http://www.tmicl.com.tw/inside-c-5.html"
"=""9928""","中視","1","http://www.ctv.com.tw/opencms/investor/"
"=""9929""","秋雨","1","http://www.choiceprintgroup.com/ch/rule.php?id=14"
"=""9930""","中聯資源","2","https://www.chc.com.tw/csr/html/ov/ov_co_sus.html"
"=""9931""","欣高","1","http://www.hkgas.com.tw/custuser.aspx"
"=""9933""","中鼎","4","https://www.ctci.com/csr/ch/0107"
"=""9934""","成霖","2","https://tw.globeunion.com/stakeholders/"
"=""9935""","慶豐富","3","http://www.chingfeng.com/cn/shareholders/Organization.html"
"=""9937""","全國","1","https://inv.npcgas.com.tw/html/investors/18.aspx"
"=""9938""","百和","4","https://www.paiho.com"
"=""9939""","宏全","6","http://www.honchuan.com/tw/investor"
"=""9940""","信義","4","https://www.sinyi.com.tw/investors"
"=""9941""","裕融","4","http://www.tac.com.tw"
"=""9942""","茂順","1","http://www.nak.com.tw/template/zh/AboutUs.asp?CatID=122"
"=""9943""","好樂迪","2","www.holiday.com.tw"
"=""9944""","新麗","1","https://www.shinih.com/stakeholder"
"=""9945""","潤泰新","2","www.rt-develop.com.tw"
"=""9946""","三發地產","4","https://sanfar.com.tw/zh-TW/investors/investor"
"=""9955""","佳龍","4","https://www.sdti.com.tw/investors_shareholder.html"
"=""9958""","世紀鋼","3","https://www.century.com.tw/tw/duty/68/"
